query_id	doc_id	rank	score
10005	doc-93a0a9a95b2871d0	75	0.29111640
10005	doc-f17aaa54c8c1cd07	76	0.27984302
10005	doc-2128a4216d980fb0	77	0.27230367
10005	doc-6b145832e4c9fd1c	78	0.26972432
10005	doc-8550e39884f7980a	79	0.26503223
10005	doc-4d143f69ba4fd62f	80	0.26413154
10005	doc-ec51a0bf6e5de09d	81	0.26356469
10005	doc-78c12b84556bb09d	82	0.23435482
10005	doc-6f3c7c5898547879	83	0.23179278
10005	doc-ab73ac43b6251bb7	84	0.22869641
10005	doc-40e6b0a653dfbab4	85	0.22831653
10005	doc-491ad0d7a59984bd	86	0.22324836
10005	doc-9b4625f96a64ee0a	87	0.22009394
10005	doc-4e72fa5c1199271e	88	0.19969227
10005	doc-6717224309415d79	89	0.18729652
10005	doc-c3f766b0d2f27d98	90	0.18693283
10005	doc-522e3b5cdc936e76	91	0.18588892
10005	doc-c01e63b6735fbc8c	92	0.17134237
10005	doc-167395d44df300fe	93	0.16000829
10005	doc-b23378d73e714cb1	94	0.13676272
10005	doc-56568b6ac823c4cb	95	0.12307097
10005	doc-0decdab90027cfdd	96	0.11090814
10005	doc-db59382f2a64667d	97	0.08722017
10005	doc-60a03530f37caeee	98	0.06750593
10005	doc-463b3510c3cef8b8	99	0.01754043
10005	doc-27fa34d8322e71c8	100	0.00000000
10007	doc-46693ff451d479bf	1	0.72450030
10007	doc-555085c66c6745a3	2	0.70000000
10007	doc-78b2451976975730	3	0.58571399
10007	doc-72bc393db4b63d09	4	0.45528899
10007	doc-3e7f8b736adab609	5	0.45507267
10007	doc-be8786dc770dcdda	6	0.45423413
10007	doc-b74f824b9bff1f8f	7	0.42928165
10007	doc-afb540812c7b668b	8	0.42262888
10007	doc-afdd1eb8e179b8c0	9	0.41159984
10007	doc-72ba35a72fed92d6	10	0.39826798
10007	doc-de9f1a76beddefa5	11	0.39786725
10007	doc-5653d8ebd9c49f5b	12	0.39666472
10007	doc-90d3b26e2f635f51	13	0.39379064
10007	doc-6f83e7e8b96cef8e	14	0.36709153
10007	doc-0081e300f0c5403c	15	0.35776442
10007	doc-c83d009a3690a72f	16	0.35741770
10007	doc-b59612de6e7de22e	17	0.35146555
10007	doc-9e21c3c4005b3045	18	0.34218009
10007	doc-93a0a9a95b2871d0	19	0.34187437
10007	doc-29bb6e3505e8cb1e	20	0.34164896
10007	doc-02f312791c6dac9b	21	0.33476260
10007	doc-85d8e85c8c989100	22	0.33232098
10007	doc-4710bbc7d191fa07	23	0.32665770
10007	doc-2a9d2c0363aab0aa	24	0.31835158
10007	doc-2128a4216d980fb0	25	0.31817800
10007	doc-64a29d3fe4361bbf	26	0.31687310
10007	doc-6ec7f5faed90d6f9	27	0.30949235
10007	doc-b10e178df21f9d44	28	0.30755483
10007	doc-ec51a0bf6e5de09d	29	0.30296393
10007	doc-648bdeb258291f32	30	0.30291406
10007	doc-9c8a0a64eefd6ce9	31	0.30040963
10007	doc-a6d7c36db2b9fc44	32	0.29808913
10007	doc-d3f9bca9c8f7e038	33	0.29707288
10007	doc-5d2bd393f1aa2dd7	34	0.29540138
10007	doc-51e242b84d8d95d9	35	0.29238093
10007	doc-2d20028295cdadcd	36	0.28827320
10007	doc-2242399fb2d0fa30	37	0.28524478
10007	doc-04b6ab9d23c18151	38	0.28265936
10007	doc-263368468342e04f	39	0.28150062
10007	doc-dee6223b3990015e	40	0.27804257
10007	doc-6b145832e4c9fd1c	41	0.27578553
10007	doc-7e4425fcd0c03820	42	0.27468141
10007	doc-8df0484750f85409	43	0.27391669
10007	doc-522e3b5cdc936e76	44	0.27328498
10007	doc-9785f9936104288c	45	0.26994954
10007	doc-4d143f69ba4fd62f	46	0.26965440
10007	doc-309c814d4ba7f736	47	0.26627901
10007	doc-757c194f020f514e	48	0.26160086
10007	doc-7a032428a3e9b53b	49	0.25901891
10007	doc-5631283746b4487a	50	0.25682255
10007	doc-7ae9805397edaaa8	51	0.25558350
10007	doc-406612505a0b0b9f	52	0.25480176
10007	doc-62fdebafdfbaeeb7	53	0.25267060
10007	doc-d3f2c492d639b3ea	54	0.25195985
10007	doc-14c0a27f97c18e08	55	0.24927706
10007	doc-0bdc29a62f6c7fc8	56	0.24661977
10007	doc-befb0d84963f5ab6	57	0.24535309
10007	doc-918d9ca1fc30b042	58	0.23764760
10007	doc-58f081264fec2480	59	0.23479210
10007	doc-368d585e959425be	60	0.23406064
10007	doc-f7722c0505e959c3	61	0.23059715
10007	doc-2603f2774de507c7	62	0.22449366
10007	doc-56692af771d1c18a	63	0.22379175
10007	doc-ff5908f80fde40b7	64	0.22344695
10007	doc-6bfce5829aca6187	65	0.21900547
10007	doc-d0b1dd17b184c71c	66	0.21717267
10007	doc-e0b67ba97343829f	67	0.21656320
10007	doc-9c6ffc8c9455b2c9	68	0.21402030
10007	doc-6f3c7c5898547879	69	0.21318995
10007	doc-f952d93f49261451	70	0.20581568
10007	doc-78c12b84556bb09d	71	0.20530592
10007	doc-cd78c4b91df10277	72	0.20105939
10007	doc-f17aaa54c8c1cd07	73	0.19819394
10007	doc-4e72fa5c1199271e	74	0.19693978
10007	doc-0cc75c1cd1e762f0	75	0.19564289
10007	doc-1b890cdbb1fe2f6b	76	0.18891670
10007	doc-166a17809c28df2f	77	0.18800021
10007	doc-8852092f5a414531	78	0.18359713
10007	doc-167395d44df300fe	79	0.18316297
10007	doc-491ad0d7a59984bd	80	0.18074964
10007	doc-db59382f2a64667d	81	0.17834236
10007	doc-61ab00409dd34401	82	0.17548404
10007	doc-6717224309415d79	83	0.17429639
10007	doc-036fdbb06c478f12	84	0.17295928
10007	doc-9b4625f96a64ee0a	85	0.17171636
10007	doc-31869dfad0455f70	86	0.17089032
10007	doc-8550e39884f7980a	87	0.15964148
10007	doc-0decdab90027cfdd	88	0.15837244
10007	doc-b23378d73e714cb1	89	0.15367788
10007	doc-8b6b6bbffde7d317	90	0.15240409
10007	doc-f5841a4f496dbda9	91	0.14258037
10007	doc-c01e63b6735fbc8c	92	0.13443425
10007	doc-27fa34d8322e71c8	93	0.12963522
10007	doc-c3f766b0d2f27d98	94	0.12103374
10007	doc-60a03530f37caeee	95	0.11559091
10007	doc-5e763a5323f3b22d	96	0.11289928
10007	doc-ab73ac43b6251bb7	97	0.11213130
10007	doc-56568b6ac823c4cb	98	0.10367298
10007	doc-40e6b0a653dfbab4	99	0.07530798
10007	doc-463b3510c3cef8b8	100	0.00000000
10010	doc-64a29d3fe4361bbf	1	1.00000000
10010	doc-90d3b26e2f635f51	2	0.43763958
10010	doc-e0b67ba97343829f	3	0.36496528
10010	doc-2a9d2c0363aab0aa	4	0.36401856
10010	doc-263368468342e04f	5	0.35580780
10010	doc-d3f2c492d639b3ea	6	0.35456421
10010	doc-0cc75c1cd1e762f0	7	0.34926399
10010	doc-f952d93f49261451	8	0.33858574
10010	doc-4710bbc7d191fa07	9	0.31951301
10010	doc-406612505a0b0b9f	10	0.31086826
10010	doc-c83d009a3690a72f	11	0.30380432
10010	doc-2d20028295cdadcd	12	0.30198934
10010	doc-f17aaa54c8c1cd07	13	0.29615427
10010	doc-29bb6e3505e8cb1e	14	0.29004606
10010	doc-62fdebafdfbaeeb7	15	0.28673580
10010	doc-72bc393db4b63d09	16	0.28161764
10010	doc-be8786dc770dcdda	17	0.27943800
10010	doc-de9f1a76beddefa5	18	0.26710047
10010	doc-6b145832e4c9fd1c	19	0.26094296
10010	doc-8852092f5a414531	20	0.25882914
10010	doc-72ba35a72fed92d6	21	0.25670377
10010	doc-7e4425fcd0c03820	22	0.25220608
10010	doc-a6d7c36db2b9fc44	23	0.24694809
10010	doc-6f83e7e8b96cef8e	24	0.23675346
10010	doc-5653d8ebd9c49f5b	25	0.23484856
10010	doc-27fa34d8322e71c8	26	0.23049861
10010	doc-555085c66c6745a3	27	0.22602805
10010	doc-522e3b5cdc936e76	28	0.22227226
10010	doc-0081e300f0c5403c	29	0.21912124
10010	doc-02f312791c6dac9b	30	0.21483601
10010	doc-6bfce5829aca6187	31	0.21408615
10010	doc-166a17809c28df2f	32	0.21230926
10010	doc-6f3c7c5898547879	33	0.21180453
10010	doc-befb0d84963f5ab6	34	0.21177574
10010	doc-9c8a0a64eefd6ce9	35	0.21059411
10010	doc-60a03530f37caeee	36	0.20978804
10010	doc-3e7f8b736adab609	37	0.20595957
10010	doc-ff5908f80fde40b7	38	0.20531031
10010	doc-9785f9936104288c	39	0.20334732
10010	doc-04b6ab9d23c18151	40	0.19953858
10010	doc-7a032428a3e9b53b	41	0.19628885
10010	doc-78c12b84556bb09d	42	0.18992213
10010	doc-2242399fb2d0fa30	43	0.18913148
10010	doc-b74f824b9bff1f8f	44	0.18564762
10010	doc-14c0a27f97c18e08	45	0.18541455
10010	doc-309c814d4ba7f736	46	0.18420523
10010	doc-51e242b84d8d95d9	47	0.18378219
10010	doc-afdd1eb8e179b8c0	48	0.18307152
10010	doc-2603f2774de507c7	49	0.18188520
10010	doc-368d585e959425be	50	0.18096870
10010	doc-d3f9bca9c8f7e038	51	0.18092095
10010	doc-757c194f020f514e	52	0.18082610
10010	doc-1b890cdbb1fe2f6b	53	0.17933137
10010	doc-85d8e85c8c989100	54	0.17899384
10010	doc-6ec7f5faed90d6f9	55	0.17876573
10010	doc-9c6ffc8c9455b2c9	56	0.17607506
10010	doc-167395d44df300fe	57	0.17380687
10010	doc-56692af771d1c18a	58	0.17362154
10010	doc-58f081264fec2480	59	0.17235187
10010	doc-afb540812c7b668b	60	0.17220026
10010	doc-8df0484750f85409	61	0.16587251
10010	doc-8550e39884f7980a	62	0.16489478
10010	doc-7ae9805397edaaa8	63	0.16376416
10010	doc-6717224309415d79	64	0.15903749
10010	doc-036fdbb06c478f12	65	0.15741387
10010	doc-93a0a9a95b2871d0	66	0.15430728
10010	doc-463b3510c3cef8b8	67	0.14840556
10010	doc-0decdab90027cfdd	68	0.14780101
10010	doc-b23378d73e714cb1	69	0.14741091
10010	doc-dee6223b3990015e	70	0.14477423
10010	doc-46693ff451d479bf	71	0.13254912
10010	doc-d0b1dd17b184c71c	72	0.13151330
10010	doc-31869dfad0455f70	73	0.13069247
10010	doc-5e763a5323f3b22d	74	0.12986226
10010	doc-4e72fa5c1199271e	75	0.12863537
10010	doc-648bdeb258291f32	76	0.12521048
10010	doc-f7722c0505e959c3	77	0.11995879
10010	doc-f5841a4f496dbda9	78	0.11936032
10010	doc-78b2451976975730	79	0.11865048
10010	doc-c3f766b0d2f27d98	80	0.11434906
10010	doc-491ad0d7a59984bd	81	0.11262401
10010	doc-ec51a0bf6e5de09d	82	0.11089101
10010	doc-2128a4216d980fb0	83	0.09894336
10010	doc-4d143f69ba4fd62f	84	0.09735262
10010	doc-5d2bd393f1aa2dd7	85	0.09684982
10010	doc-b59612de6e7de22e	86	0.09668202
10010	doc-918d9ca1fc30b042	87	0.09660636
10010	doc-b10e178df21f9d44	88	0.09561497
10010	doc-61ab00409dd34401	89	0.09049106
10010	doc-5631283746b4487a	90	0.08845369
10010	doc-0bdc29a62f6c7fc8	91	0.07910762
10010	doc-40e6b0a653dfbab4	92	0.07623902
10010	doc-9e21c3c4005b3045	93	0.07059746
10010	doc-9b4625f96a64ee0a	94	0.06672350
10010	doc-ab73ac43b6251bb7	95	0.06552291
10010	doc-8b6b6bbffde7d317	96	0.06517145
10010	doc-c01e63b6735fbc8c	97	0.05418993
10010	doc-db59382f2a64667d	98	0.02573824
10010	doc-56568b6ac823c4cb	99	0.01088359
10010	doc-cd78c4b91df10277	100	0.00000000
10029	doc-5653d8ebd9c49f5b	1	1.00000000
10029	doc-406612505a0b0b9f	2	0.48191687
10029	doc-2603f2774de507c7	3	0.39042629
10029	doc-56568b6ac823c4cb	4	0.35224045
10029	doc-72bc393db4b63d09	5	0.34283484
10029	doc-befb0d84963f5ab6	6	0.33344171
10029	doc-4710bbc7d191fa07	7	0.32928403
10029	doc-9785f9936104288c	8	0.32305565
10029	doc-9c8a0a64eefd6ce9	9	0.31754311
10029	doc-46693ff451d479bf	10	0.31610825
10029	doc-2242399fb2d0fa30	11	0.31036507
10029	doc-d3f2c492d639b3ea	12	0.30121845
10029	doc-29bb6e3505e8cb1e	13	0.29701904
10029	doc-6f83e7e8b96cef8e	14	0.29253477
10029	doc-72ba35a72fed92d6	15	0.28552550
10029	doc-64a29d3fe4361bbf	16	0.28238539
10029	doc-555085c66c6745a3	17	0.27786613
10029	doc-b74f824b9bff1f8f	18	0.27670529
10029	doc-0cc75c1cd1e762f0	19	0.27357612
10029	doc-2a9d2c0363aab0aa	20	0.26739251
10029	doc-78b2451976975730	21	0.26544352
10029	doc-e0b67ba97343829f	22	0.25978900
10029	doc-7e4425fcd0c03820	23	0.25903021
10029	doc-648bdeb258291f32	24	0.25840549
10029	doc-5631283746b4487a	25	0.25354669
10029	doc-90d3b26e2f635f51	26	0.24353124
10029	doc-afb540812c7b668b	27	0.24196663
10029	doc-8df0484750f85409	28	0.24097648
10029	doc-b59612de6e7de22e	29	0.23692030
10029	doc-6ec7f5faed90d6f9	30	0.23542044
10029	doc-6bfce5829aca6187	31	0.23362041
10029	doc-04b6ab9d23c18151	32	0.22807419
10029	doc-56692af771d1c18a	33	0.22499214
10029	doc-5d2bd393f1aa2dd7	34	0.22460597
10029	doc-02f312791c6dac9b	35	0.22381318
10029	doc-0decdab90027cfdd	36	0.22153969
10029	doc-de9f1a76beddefa5	37	0.22121232
10029	doc-85d8e85c8c989100	38	0.22027913
10029	doc-ff5908f80fde40b7	39	0.21678887
10029	doc-2d20028295cdadcd	40	0.21437838
10029	doc-62fdebafdfbaeeb7	41	0.21303521
10029	doc-9c6ffc8c9455b2c9	42	0.21118443
10029	doc-be8786dc770dcdda	43	0.20826189
10029	doc-61ab00409dd34401	44	0.20804458
10029	doc-7ae9805397edaaa8	45	0.20673431
10029	doc-166a17809c28df2f	46	0.20606322
10029	doc-14c0a27f97c18e08	47	0.20542790
10029	doc-368d585e959425be	48	0.20265353
10029	doc-58f081264fec2480	49	0.19772013
10029	doc-78c12b84556bb09d	50	0.19551916
10029	doc-309c814d4ba7f736	51	0.19381808
10029	doc-6b145832e4c9fd1c	52	0.19351838
10029	doc-51e242b84d8d95d9	53	0.19201853
10029	doc-f7722c0505e959c3	54	0.19148032
10029	doc-918d9ca1fc30b042	55	0.18969402
10029	doc-f952d93f49261451	56	0.18596057
10029	doc-0081e300f0c5403c	57	0.18530039
10029	doc-afdd1eb8e179b8c0	58	0.18426465
10029	doc-167395d44df300fe	59	0.17824862
10029	doc-7a032428a3e9b53b	60	0.17817975
10029	doc-4d143f69ba4fd62f	61	0.17653563
10029	doc-263368468342e04f	62	0.17235952
10029	doc-0bdc29a62f6c7fc8	63	0.16952584
10029	doc-036fdbb06c478f12	64	0.16826271
10029	doc-dee6223b3990015e	65	0.16636218
10029	doc-9e21c3c4005b3045	66	0.16321742
10029	doc-8852092f5a414531	67	0.15800505
10029	doc-f17aaa54c8c1cd07	68	0.15641714
10029	doc-1b890cdbb1fe2f6b	69	0.15374533
10029	doc-2128a4216d980fb0	70	0.14947884
10029	doc-522e3b5cdc936e76	71	0.13873894
10029	doc-c83d009a3690a72f	72	0.13404592
10029	doc-cd78c4b91df10277	73	0.12962973
10029	doc-757c194f020f514e	74	0.12886618
10029	doc-8b6b6bbffde7d317	75	0.12826323
10029	doc-3e7f8b736adab609	76	0.12642644
10029	doc-ec51a0bf6e5de09d	77	0.12356838
10029	doc-d0b1dd17b184c71c	78	0.12245678
10029	doc-31869dfad0455f70	79	0.12224490
10029	doc-9b4625f96a64ee0a	80	0.12098825
10029	doc-8550e39884f7980a	81	0.12094940
10029	doc-d3f9bca9c8f7e038	82	0.11900689
10029	doc-a6d7c36db2b9fc44	83	0.11317167
10029	doc-b10e178df21f9d44	84	0.10923725
10029	doc-6717224309415d79	85	0.10863973
10029	doc-b23378d73e714cb1	86	0.10611217
10029	doc-4e72fa5c1199271e	87	0.10288815
10029	doc-93a0a9a95b2871d0	88	0.09341242
10029	doc-ab73ac43b6251bb7	89	0.08450783
10029	doc-5e763a5323f3b22d	90	0.08357281
10029	doc-463b3510c3cef8b8	91	0.08338944
10029	doc-f5841a4f496dbda9	92	0.08268238
10029	doc-c01e63b6735fbc8c	93	0.07450167
10029	doc-6f3c7c5898547879	94	0.03503549
10029	doc-60a03530f37caeee	95	0.03328647
10029	doc-40e6b0a653dfbab4	96	0.03090887
10029	doc-c3f766b0d2f27d98	97	0.00697616
10029	doc-27fa34d8322e71c8	98	0.00204506
10029	doc-491ad0d7a59984bd	99	0.00200621
10029	doc-db59382f2a64667d	100	0.00000000
10055	doc-9b4625f96a64ee0a	1	0.96025264
10055	doc-51e242b84d8d95d9	2	0.70000000
10055	doc-0bdc29a62f6c7fc8	3	0.65827821
10055	doc-6f83e7e8b96cef8e	4	0.64945575
10055	doc-befb0d84963f5ab6	5	0.63073564
10055	doc-14c0a27f97c18e08	6	0.59904229
10055	doc-6ec7f5faed90d6f9	7	0.58435398
10055	doc-90d3b26e2f635f51	8	0.55070097
10055	doc-be8786dc770dcdda	9	0.54259109
10055	doc-368d585e959425be	10	0.51475428
10055	doc-e0b67ba97343829f	11	0.49476357
10055	doc-afdd1eb8e179b8c0	12	0.48946818
10055	doc-d3f2c492d639b3ea	13	0.48939864
10055	doc-406612505a0b0b9f	14	0.48158231
10055	doc-56692af771d1c18a	15	0.47265940
10055	doc-78b2451976975730	16	0.45850633
10055	doc-8550e39884f7980a	17	0.45846886
10055	doc-6bfce5829aca6187	18	0.45726669
10055	doc-036fdbb06c478f12	19	0.44828365
10055	doc-93a0a9a95b2871d0	20	0.44708384
10055	doc-9c6ffc8c9455b2c9	21	0.44602874
10055	doc-2a9d2c0363aab0aa	22	0.44167544
10055	doc-d3f9bca9c8f7e038	23	0.43346999
10055	doc-7e4425fcd0c03820	24	0.43291271
10055	doc-46693ff451d479bf	25	0.42879874
10055	doc-522e3b5cdc936e76	26	0.42795564
10055	doc-9785f9936104288c	27	0.42184257
10055	doc-7ae9805397edaaa8	28	0.42050332
10055	doc-4710bbc7d191fa07	29	0.41555562
10055	doc-3e7f8b736adab609	30	0.41131366
10055	doc-6f3c7c5898547879	31	0.40836276
10055	doc-2242399fb2d0fa30	32	0.40804318
10055	doc-b74f824b9bff1f8f	33	0.40770587
10055	doc-2d20028295cdadcd	34	0.40216174
10055	doc-29bb6e3505e8cb1e	35	0.40056411
10055	doc-491ad0d7a59984bd	36	0.39734943
10055	doc-4d143f69ba4fd62f	37	0.38365268
10055	doc-309c814d4ba7f736	38	0.37976906
10055	doc-ff5908f80fde40b7	39	0.37943013
10055	doc-1b890cdbb1fe2f6b	40	0.37769676
10055	doc-0cc75c1cd1e762f0	41	0.37712810
10055	doc-f952d93f49261451	42	0.37624086
10055	doc-58f081264fec2480	43	0.36864210
10055	doc-afb540812c7b668b	44	0.36745866
10055	doc-167395d44df300fe	45	0.36299471
10055	doc-648bdeb258291f32	46	0.35729286
10055	doc-6717224309415d79	47	0.35336544
10055	doc-0081e300f0c5403c	48	0.35127872
10055	doc-757c194f020f514e	49	0.35107580
10055	doc-62fdebafdfbaeeb7	50	0.35054225
10055	doc-72bc393db4b63d09	51	0.34570857
10055	doc-d0b1dd17b184c71c	52	0.33510877
10055	doc-78c12b84556bb09d	53	0.32897662
10055	doc-555085c66c6745a3	54	0.32585191
10055	doc-166a17809c28df2f	55	0.32364046
10055	doc-c83d009a3690a72f	56	0.31987288
10055	doc-31869dfad0455f70	57	0.31947674
10055	doc-a6d7c36db2b9fc44	58	0.31625270
10055	doc-8852092f5a414531	59	0.31596924
10055	doc-f7722c0505e959c3	60	0.31556468
10055	doc-2128a4216d980fb0	61	0.31521571
10055	doc-cd78c4b91df10277	62	0.31235607
10055	doc-72ba35a72fed92d6	63	0.31009184
10055	doc-8df0484750f85409	64	0.30872085
10055	doc-5653d8ebd9c49f5b	65	0.30826817
10055	doc-2603f2774de507c7	66	0.30075506
10055	doc-9e21c3c4005b3045	67	0.29203237
10055	doc-de9f1a76beddefa5	68	0.28326964
10055	doc-7a032428a3e9b53b	69	0.27528377
10055	doc-61ab00409dd34401	70	0.27491539
10055	doc-263368468342e04f	71	0.27434437
10055	doc-9c8a0a64eefd6ce9	72	0.27365736
10055	doc-b59612de6e7de22e	73	0.27311113
10055	doc-5d2bd393f1aa2dd7	74	0.26995428
10055	doc-85d8e85c8c989100	75	0.26986370
10055	doc-02f312791c6dac9b	76	0.26418788
10055	doc-4e72fa5c1199271e	77	0.26358180
10055	doc-b23378d73e714cb1	78	0.25890023
10055	doc-ec51a0bf6e5de09d	79	0.25705722
10055	doc-f17aaa54c8c1cd07	80	0.25481335
10055	doc-f5841a4f496dbda9	81	0.24251333
10055	doc-dee6223b3990015e	82	0.24000603
10055	doc-8b6b6bbffde7d317	83	0.23934947
10055	doc-0decdab90027cfdd	84	0.23607994
10055	doc-5631283746b4487a	85	0.23597635
10055	doc-27fa34d8322e71c8	86	0.23311334
10055	doc-6b145832e4c9fd1c	87	0.22502522
10055	doc-918d9ca1fc30b042	88	0.22382508
10055	doc-64a29d3fe4361bbf	89	0.22169490
10055	doc-b10e178df21f9d44	90	0.22122220
10055	doc-5e763a5323f3b22d	91	0.20201441
10055	doc-60a03530f37caeee	92	0.19574821
10055	doc-04b6ab9d23c18151	93	0.19254896
10055	doc-40e6b0a653dfbab4	94	0.19048295
10055	doc-db59382f2a64667d	95	0.18452832
10055	doc-c3f766b0d2f27d98	96	0.15913325
10055	doc-c01e63b6735fbc8c	97	0.12993583
10055	doc-56568b6ac823c4cb	98	0.09874194
10055	doc-ab73ac43b6251bb7	99	0.07027533
10055	doc-463b3510c3cef8b8	100	0.00000000
10057	doc-cd78c4b91df10277	1	0.98352800
10057	doc-befb0d84963f5ab6	2	0.70000000
10057	doc-406612505a0b0b9f	3	0.56519013
10057	doc-d3f2c492d639b3ea	4	0.55814401
10057	doc-9785f9936104288c	5	0.54196233
10057	doc-6ec7f5faed90d6f9	6	0.54188193
10057	doc-2a9d2c0363aab0aa	7	0.52467187
10057	doc-7ae9805397edaaa8	8	0.52021861
10057	doc-58f081264fec2480	9	0.51097568
10057	doc-6bfce5829aca6187	10	0.50887346
10057	doc-2d20028295cdadcd	11	0.50688105
10057	doc-90d3b26e2f635f51	12	0.47911099
10057	doc-dee6223b3990015e	13	0.47084825
10057	doc-6f83e7e8b96cef8e	14	0.46952774
10057	doc-afb540812c7b668b	15	0.46793832
10057	doc-51e242b84d8d95d9	16	0.45161909
10057	doc-72bc393db4b63d09	17	0.45065512
10057	doc-2603f2774de507c7	18	0.43461587
10057	doc-4710bbc7d191fa07	19	0.43171495
10057	doc-be8786dc770dcdda	20	0.43081301
10057	doc-368d585e959425be	21	0.42705765
10057	doc-29bb6e3505e8cb1e	22	0.42359225
10057	doc-de9f1a76beddefa5	23	0.42212345
10057	doc-166a17809c28df2f	24	0.41936490
10057	doc-648bdeb258291f32	25	0.41922701
10057	doc-9c6ffc8c9455b2c9	26	0.41867678
10057	doc-f952d93f49261451	27	0.41105996
10057	doc-7e4425fcd0c03820	28	0.40860051
10057	doc-b59612de6e7de22e	29	0.40795842
10057	doc-0081e300f0c5403c	30	0.40585306
10057	doc-46693ff451d479bf	31	0.40304016
10057	doc-e0b67ba97343829f	32	0.40278547
10057	doc-56692af771d1c18a	33	0.39101444
10057	doc-72ba35a72fed92d6	34	0.39017313
10057	doc-b74f824b9bff1f8f	35	0.38978195
10057	doc-14c0a27f97c18e08	36	0.38648880
10057	doc-ff5908f80fde40b7	37	0.38463673
10057	doc-a6d7c36db2b9fc44	38	0.38416515
10057	doc-9c8a0a64eefd6ce9	39	0.38415265
10057	doc-0cc75c1cd1e762f0	40	0.37888547
10057	doc-036fdbb06c478f12	41	0.37601780
10057	doc-04b6ab9d23c18151	42	0.37541665
10057	doc-64a29d3fe4361bbf	43	0.36994501
10057	doc-757c194f020f514e	44	0.35939158
10057	doc-8b6b6bbffde7d317	45	0.35837290
